Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite1,,,2018-08-23 10:45:14,2018-08-23 10:45:15,"0,787s",PASSED
,,,,,,
Test Cases/Test1,,,2018-08-23 10:45:14,2018-08-23 10:45:14,"0,339s",PASSED
Statement - return null,,,2018-08-23 10:45:14,2018-08-23 10:45:14,"0,002s",PASSED
