Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite1,,,2018-08-23 10:50:37,2018-08-23 10:50:38,"1,139s",PASSED
,,,,,,
Test Cases/Test1,,,2018-08-23 10:50:38,2018-08-23 10:50:38,"0,421s",PASSED
Statement - return null,,,2018-08-23 10:50:38,2018-08-23 10:50:38,"0,002s",PASSED
